,Track,Artist,Release Date,Spotify Playlist Count 2023,Spotify Chart Counts 2023,Streams 2023,Apple Music Playlist Count 2023,Apple Music Chart Counts 2023,Deezer Playlist Count 2023,Deezer Chart Counts 2023,Shazam Chart Counts 2023,Bpm,Key,Mode,Danceability %,Valence %,Energy %,Acousticness %,Instrumentalness %,Liveness %,Speechiness %
605,OUT OUT (feat. Charli XCX & Saweetie),"Charli XCX, Jax Jones, Joel Corry, Saweetie",8/13/2021,6890,0,427486004.0,122,11,201,0,1.0,124.0,G#,Minor,79.0,79.0,84.0,2.0,0.0,5.0,5.0
606,Pope Is a Rockstar,SALES,4/20/2016,1966,0,156658366.0,4,2,50,0,0.0,90.0,E,Minor,73.0,31.0,45.0,85.0,24.0,11.0,3.0
607,2055,Sleepy hallow,4/14/2021,2226,0,624515457.0,29,0,44,0,0.0,161.0,F#,Minor,78.0,65.0,52.0,46.0,0.0,12.0,31.0
608,Bored,Billie Eilish,3/30/2017,4204,0,777765388.0,39,45,250,0,0.0,120.0,G,Major,60.0,11.0,33.0,90.0,0.0,8.0,5.0
609,Happier Than Ever - Edit,Billie Eilish,7/28/2021,1959,0,412795151.0,19,0,38,0,0.0,81.0,,Major,45.0,12.0,57.0,7.0,0.0,23.0,3.0
610,Astronaut In The Ocean,Masked Wolf,1/1/2019,7191,0,1138474110.0,146,18,478,0,7.0,150.0,E,Minor,78.0,47.0,70.0,18.0,0.0,15.0,9.0
611,Ley Seca,"Anuel Aa, Jhay Cortez",9/2/2021,2012,0,355219175.0,101,12,38,0,0.0,105.0,G#,Major,76.0,58.0,84.0,10.0,0.0,13.0,10.0
612,Every Summertime,NIKI,8/10/2021,1211,2,290228626.0,30,2,5,0,6.0,79.0,F#,Major,63.0,76.0,67.0,38.0,0.0,6.0,4.0
613,Talking To The Moon,Bruno Mars,10/4/2010,7109,2,1062956628.0,5,0,862,0,0.0,146.0,C#,Minor,52.0,7.0,61.0,51.0,0.0,11.0,3.0
614,you broke me first,Tate McRae,4/17/2020,6638,0,1180094974.0,167,19,318,0,1.0,124.0,E,Major,64.0,8.0,37.0,79.0,0.0,9.0,5.0
615,The Nights,Avicii,1/1/2014,17354,8,1456081449.0,92,122,1282,0,55.0,126.0,F#,Major,53.0,66.0,85.0,2.0,0.0,24.0,4.0
616,Take My Breath,The Weeknd,8/6/2021,6392,0,432702334.0,174,73,344,0,0.0,121.0,G#,Major,75.0,53.0,74.0,2.0,0.0,11.0,5.0
617,Way 2 Sexy (with Future & Young Thug),"Drake, Future, Young Thug",9/3/2021,5481,0,489945871.0,144,30,86,0,0.0,136.0,B,Minor,80.0,33.0,60.0,0.0,0.0,32.0,14.0
618,C��,Rauw Alejandro,6/25/2021,2636,3,465959382.0,36,82,39,0,5.0,102.0,A,Minor,77.0,26.0,63.0,58.0,0.0,11.0,5.0
619,Enemy - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, Arcane",10/27/2021,824,0,1223481149.0,8,8,8,2,0.0,77.0,G,Major,73.0,54.0,74.0,23.0,0.0,41.0,23.0
620,Dance Monkey,Tones and I,5/10/2019,24529,0,2864791672.0,533,167,3595,6,83.5,98.0,F#,Minor,82.0,54.0,59.0,69.0,0.0,18.0,10.0
621,Lucid Dreams,Juice WRLD,6/15/2017,14749,0,2288695111.0,188,34,710,0,5.0,84.0,B,Minor,44.0,22.0,48.0,38.0,0.0,33.0,24.0
622,Qu�� M�,"J Balvin, Maria Becerra",1/28/2021,8087,0,720825549.0,92,34,131,0,0.0,102.0,G#,Major,89.0,77.0,82.0,3.0,0.0,17.0,11.0
623,All of Me,John Legend,8/1/2013,27221,0,2086124197.0,308,118,4534,2,77.0,120.0,G#,Major,42.0,33.0,26.0,92.0,0.0,13.0,3.0
624,Smells Like Teen Spirit - Remastered 2021,Nirvana,9/10/1991,49991,9,1690192927.0,265,121,12367,4,160.0,117.0,C#,Major,52.0,73.0,91.0,0.0,0.0,11.0,7.0
625,Arcade,Duncan Laurence,3/7/2019,6646,0,991336132.0,107,47,584,1,23.5,72.0,A,Minor,45.0,27.0,33.0,82.0,0.0,14.0,4.0
626,Fair Trade (with Travis Scott),"Drake, Travis Scott",9/3/2021,5403,6,593917618.0,118,116,96,0,3.0,168.0,C#,Major,67.0,29.0,47.0,5.0,0.0,22.0,26.0
627,Bar,"Tini, L-Gante",11/11/2021,755,4,200972675.0,22,3,0,0,0.0,94.0,C#,Major,52.0,68.0,69.0,13.0,0.0,33.0,8.0
628,The Rumbling (TV Size),SiM,1/10/2022,254,0,71014967.0,0,4,23,0,0.0,145.0,G#,Major,41.0,65.0,88.0,0.0,0.0,26.0,5.0
629,family ties (with Kendrick Lamar),"Kendrick Lamar, Baby Keem",8/27/2021,6308,5,560222750.0,114,15,63,0,2.0,134.0,C#,Major,71.0,14.0,61.0,1.0,0.0,23.0,33.0
630,Mr. Brightside,The Killers,9/23/2003,51979,15,1806617704.0,306,99,5063,2,120.0,148.0,C#,Major,35.0,24.0,93.0,0.0,0.0,10.0,8.0
631,Blessed-Cursed,ENHYPEN,1/10/2022,246,0,77337771.0,2,12,10,0,0.0,127.0,E,Minor,60.0,40.0,89.0,9.0,0.0,60.0,6.0
632,AM Remix,"J Balvin, Nio Garcia, Bad Bunny",6/24/2021,6556,0,528544703.0,93,5,67,1,0.0,172.0,F#,Minor,74.0,79.0,66.0,11.0,0.0,8.0,16.0
633,Streets,Doja Cat,11/7/2019,5728,0,865640097.0,85,87,179,0,12.0,90.0,B,Major,75.0,19.0,46.0,21.0,4.0,34.0,8.0
634,Shallow,"Lady Gaga, Bradley Cooper",9/27/2018,16636,12,2159346687.0,368,155,2854,6,121.0,96.0,G,Major,57.0,30.0,40.0,38.0,0.0,26.0,3.0
635,Polaroid Love,ENHYPEN,1/10/2022,461,0,211372494.0,10,56,17,0,0.0,138.0,G,Minor,74.0,65.0,67.0,46.0,0.0,36.0,4.0
636,Leave Before You Love Me (with Jonas Brothers),"Marshmello, Jonas Brothers",4/28/2021,4893,4,651732901.0,143,24,110,0,70.0,120.0,G,Major,72.0,67.0,72.0,0.0,0.0,13.0,4.0
637,Permission to Dance,BTS,7/9/2021,1801,2,608334048.0,77,134,74,0,2.0,125.0,A,Major,70.0,65.0,74.0,1.0,0.0,34.0,4.0
638,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",1/15/2021,12043,0,863756573.0,209,54,710,0,18.0,123.0,D,Major,82.0,80.0,86.0,1.0,0.0,30.0,13.0
639,RAPSTAR,Polo G,4/9/2021,4731,0,797402345.0,141,12,78,0,0.0,81.0,F#,Major,79.0,44.0,54.0,41.0,0.0,13.0,24.0
640,'Till I Collapse,"Eminem, Nate Dogg",5/26/2002,22923,0,1695712020.0,78,46,2515,1,0.0,171.0,C#,Major,55.0,10.0,85.0,7.0,0.0,8.0,20.0
641,Memories,Maroon 5,9/20/2019,9974,2,1759567999.0,272,67,1066,1,19.0,91.0,B,Major,77.0,60.0,32.0,84.0,0.0,8.0,5.0
642,Se Le Ve,"Arcangel, De La Ghetto, Justin Quiles, Lenny Tav��rez, Sech, Dalex, Dimelo Flow, Rich Music",8/12/2021,1560,0,223319934.0,72,0,0,0,0.0,84.0,G,Minor,56.0,61.0,76.0,10.0,0.0,14.0,11.0
643,25k jacket (feat. Lil Baby),"Gunna, Lil Baby",1/7/2022,620,0,54937991.0,17,3,3,0,0.0,115.0,F,Minor,90.0,74.0,54.0,16.0,0.0,13.0,28.0
644,When I���m Gone (with Katy ,"Katy Perry, Alesso",12/29/2021,3270,0,226897599.0,89,21,65,0,0.0,125.0,,Major,69.0,70.0,89.0,4.0,0.0,49.0,3.0
645,Esque��a-Me Se For C,"Mar��lia Mendon��a, Maiara &",10/14/2021,580,0,258316038.0,24,92,93,0,0.0,122.0,F#,Minor,80.0,62.0,69.0,28.0,0.0,13.0,7.0
646,Mi��n,"Tini, Maria Becerra",4/29/2021,3406,16,596152090.0,61,23,70,1,0.0,92.0,D,Major,85.0,92.0,54.0,16.0,0.0,29.0,7.0
647,S��,"Anuel Aa, Myke Towers, Jhay Cortez",11/18/2021,903,0,177129919.0,30,26,15,0,0.0,90.0,F#,Minor,63.0,75.0,75.0,17.0,0.0,11.0,8.0
648,MAMIII,"Karol G, Becky G",2/10/2022,6809,28,716591492.0,151,102,175,5,29.0,94.0,E,Minor,84.0,90.0,70.0,9.0,0.0,14.0,8.0
649,Still D.R.E.,"Dr. Dre, Snoop Dogg",1/1/1999,33966,0,1210599487.0,141,78,6591,1,0.0,93.0,B,Major,81.0,53.0,78.0,18.0,0.0,6.0,24.0
650,Stay Alive (Prod. SUGA of BTS),Jung Kook,2/11/2022,590,5,246376690.0,4,113,20,0,1.0,130.0,D,Minor,51.0,50.0,76.0,30.0,0.0,10.0,7.0
651,Boyfriend,Dove Cameron,2/11/2022,3766,0,496311364.0,76,0,102,0,2.0,180.0,G,Minor,35.0,23.0,61.0,23.0,0.0,19.0,6.0
652,The Joker And The Queen (feat. Taylor Swift),"Ed Sheeran, Taylor Swift",2/11/2022,1430,0,146789379.0,46,1,34,0,0.0,134.0,,Major,53.0,31.0,31.0,92.0,0.0,28.0,3.0
653,The Next Episode,"Dr. Dre, Snoop Dogg",1/1/1999,31762,0,843309044.0,142,40,5451,1,953.0,95.0,D#,Minor,92.0,31.0,89.0,3.0,0.0,8.0,25.0
654,Light Switch,Charlie Puth,1/19/2022,4049,0,500340342.0,119,6,85,1,1.0,184.0,F#,Major,69.0,91.0,63.0,11.0,0.0,9.0,31.0
655,City of Gods,"Kanye West, Alicia Keys, Fivio Foreign",2/11/2022,2096,0,107255472.0,34,3,30,0,0.0,147.0,G#,Minor,47.0,50.0,80.0,10.0,0.0,32.0,38.0
656,Brividi,"Mahmood, Blanco",2/2/2022,1175,0,135079152.0,34,1,31,0,0.0,123.0,G,Major,52.0,44.0,60.0,40.0,0.0,26.0,3.0
657,Lost,Frank Ocean,1/1/2012,29499,11,822239726.0,124,27,587,0,4.0,123.0,A#,Minor,91.0,49.0,61.0,3.0,0.0,17.0,22.0
658,In Da Club,50 Cent,1/1/2002,30427,7,1202722675.0,235,106,5221,1,35.0,90.0,F#,Minor,90.0,79.0,71.0,26.0,0.0,7.0,37.0
659,she's all i wanna be,Tate McRae,2/4/2022,2711,0,343197054.0,105,12,51,0,12.0,160.0,D,Minor,61.0,65.0,64.0,1.0,0.0,12.0,4.0
660,Ginseng Strip 2002,Yung Lean,8/16/2013,4310,0,240769997.0,13,0,113,1,3.0,115.0,C#,Major,60.0,37.0,71.0,8.0,0.0,48.0,4.0
661,All For Us - from the HBO Original Series Euphoria,"Labrinth, Zendaya",8/4/2019,5342,0,426204830.0,33,123,7,0,4.0,141.0,D#,Major,37.0,17.0,67.0,2.0,0.0,34.0,9.0
662,Notion,The Rare Occasions,8/5/2016,2393,0,421135627.0,22,13,65,0,6.0,160.0,A,Major,31.0,30.0,88.0,7.0,0.0,8.0,8.0
663,Formula,Labrinth,10/4/2019,3444,7,554875730.0,24,85,102,0,1.0,145.0,B,Major,57.0,23.0,66.0,4.0,6.0,15.0,4.0
664,Mount Everest,Labrinth,6/21/2019,5443,0,467727006.0,45,1,80,0,12.0,89.0,,Minor,46.0,43.0,43.0,23.0,8.0,8.0,22.0
665,Excuses,"Intense, AP Dhillon, Gurinder Gill",7/24/2020,272,4,327498031.0,7,21,2,0,0.0,95.0,F,Minor,84.0,49.0,72.0,8.0,0.0,15.0,8.0
666,Cigarettes,Juice WRLD,12/10/2021,975,0,185408548.0,11,0,10,0,0.0,160.0,D,Major,60.0,47.0,62.0,3.0,0.0,38.0,4.0
667,"Cay�� La Noche (feat. Cruz Cafun��, Abhir Hathi, Bejo, EL IMA)","Quevedo, La Pantera, Juseph, Cruz Cafun��, B��jo, Abhir Hathi",1/14/2022,1034,1,245400167.0,19,5,12,0,0.0,174.0,F,Minor,67.0,74.0,75.0,44.0,0.0,7.0,30.0
668,California Love - Original Version (Explicit),"Dr. Dre, 2Pac, Roger",12/28/1995,18773,0,579395142.0,128,17,1663,0,0.0,92.0,G,Major,77.0,76.0,84.0,3.0,0.0,38.0,4.0
669,Forgot About Dre,"Eminem, Dr. Dre",1/1/1999,19067,0,675039469.0,78,15,1674,0,3.0,134.0,G#,Major,93.0,61.0,74.0,9.0,0.0,17.0,8.0
670,Down Under (feat. Colin Hay),"Luude, Colin Hay",11/19/2021,3541,2,252871192.0,57,13,50,1,7.0,172.0,B,Minor,31.0,4.0,86.0,1.0,0.0,28.0,17.0
671,Mujeriego,Ryan Castro,12/17/2021,1492,0,231996128.0,44,63,91,0,24.0,80.0,A,Major,76.0,92.0,62.0,6.0,0.0,8.0,13.0
672,HUMBLE.,Kendrick Lamar,3/30/2017,33206,1,1929770265.0,284,114,1481,0,5.0,150.0,C#,Minor,91.0,42.0,60.0,0.0,0.0,9.0,12.0
673,Stan,"Eminem, Dido",11/21/1999,17115,0,918915401.0,83,63,4180,0,0.0,80.0,F#,Minor,78.0,53.0,74.0,4.0,0.0,45.0,21.0
674,Contection,"GODZZ__-, Zakaria",1/16/2020,6955,0,1180896317.0,65,45,398,0,1.0,166.0,A#,Minor,81.0,83.0,75.0,14.0,0.0,29.0,34.0
675,Swim,Chase Atlantic,10/4/2017,2742,0,498960285.0,5,1,62,0,0.0,120.0,G#,Major,67.0,8.0,54.0,27.0,0.0,8.0,4.0
676,A Tu Merced,Bad Bunny,2/29/2020,4214,11,685071800.0,21,20,40,0,0.0,92.0,,Major,86.0,89.0,79.0,17.0,0.0,11.0,6.0
677,Numb Little Bug,Em Beihold,1/28/2022,2026,0,258714692.0,47,3,42,12,6.0,85.0,G#,Minor,74.0,61.0,52.0,30.0,0.0,26.0,9.0
678,212,"Mainstreet, Chefin",1/15/2022,352,0,143139338.0,10,0,39,0,0.0,154.0,D,Minor,79.0,86.0,52.0,66.0,0.0,9.0,7.0
679,Problem�,"Alvaro Diaz, Rauw Alejandro",10/22/2021,1517,0,209768491.0,42,7,15,0,4.0,92.0,D,Minor,73.0,37.0,74.0,28.0,0.0,14.0,6.0
680,Bussin,"Nicki Minaj, Lil Baby",2/11/2022,847,0,64714573.0,25,0,14,0,0.0,140.0,B,Major,89.0,75.0,70.0,6.0,0.0,13.0,5.0
681,Worst Day,Future,2/11/2022,910,0,50746620.0,20,3,24,0,0.0,89.0,C#,Major,65.0,60.0,60.0,11.0,0.0,10.0,40.0
682,Malvada,Z�� Fe,1/28/2022,601,0,154119539.0,28,73,64,0,0.0,135.0,F,Minor,89.0,89.0,86.0,16.0,0.0,8.0,5.0
683,Hrs and Hrs,Muni Long,11/19/2021,1800,0,181328253.0,43,36,46,13,4.0,140.0,G#,Minor,51.0,66.0,53.0,60.0,0.0,11.0,18.0
684,Alien Blues,Vundabar,7/24/2015,1930,0,370068639.0,3,0,28,0,1.0,82.0,D#,Major,47.0,44.0,76.0,8.0,91.0,9.0,3.0
685,Thinking Out Loud,Ed Sheeran,1/1/2014,33032,0,2280566092.0,363,129,3895,0,28.0,79.0,D,Major,78.0,58.0,45.0,47.0,0.0,18.0,3.0
686,Still Don't Know My Name,Labrinth,10/4/2019,6332,0,563902868.0,47,116,266,0,0.0,88.0,F,Major,31.0,31.0,63.0,47.0,27.0,21.0,12.0
687,Christmas Tree,V,12/24/2021,509,9,317622165.0,8,106,6,0,8.0,139.0,F,Major,44.0,18.0,38.0,70.0,0.0,12.0,4.0
688,Mal Feito - Ao Vivo,"Mar��lia Mendon��a, Hugo & G",1/14/2022,971,2,291709698.0,35,104,93,1,0.0,124.0,,Minor,73.0,68.0,83.0,55.0,0.0,90.0,7.0
689,When I R.I.P.,Labrinth,10/4/2019,2578,0,203680270.0,8,67,66,0,0.0,80.0,G#,Minor,39.0,45.0,55.0,73.0,0.0,9.0,21.0
690,Do We Have A Problem?,"Nicki Minaj, Lil Baby",2/4/2022,1064,0,81350745.0,42,1,26,0,0.0,120.0,C#,Minor,84.0,54.0,51.0,47.0,0.0,12.0,40.0
691,Forever,Labrinth,10/4/2019,3618,0,282883169.0,21,86,138,0,2.0,80.0,E,Minor,56.0,19.0,46.0,92.0,72.0,11.0,3.0
692,Gospel (with Eminem),"Eminem, Dr. Dre",2/4/2022,1040,0,64787943.0,8,0,29,0,0.0,117.0,C#,Major,92.0,62.0,86.0,11.0,0.0,24.0,24.0
693,Se��o,"Shawn Mendes, Camila Cabello",6/19/2019,15010,2,2484812918.0,453,50,1785,1,8.0,117.0,A,Minor,76.0,77.0,52.0,4.0,0.0,8.0,3.0
694,NEW MAGIC WAND,"Tyler, The Creator",5/16/2019,4708,0,461437791.0,13,7,55,0,1.0,140.0,F,Minor,62.0,46.0,73.0,10.0,0.0,67.0,11.0
695,Adore You,Harry Styles,12/6/2019,13454,1,1439191367.0,246,71,519,2,5.0,99.0,G#,Major,68.0,57.0,77.0,2.0,0.0,10.0,5.0
696,La Santa,"Daddy Yankee, Bad Bunny",2/29/2020,4890,20,759208783.0,52,42,100,0,0.0,93.0,C#,Major,74.0,59.0,87.0,3.0,0.0,8.0,5.0
697,Something In The Way - Remastered 2021,Nirvana,9/24/1991,9514,0,368646862.0,45,27,1197,0,43.0,106.0,G#,Major,44.0,8.0,20.0,74.0,42.0,11.0,3.0
698,Sweetest Pie,"Dua Lipa, Megan Thee Stallion",3/11/2022,3501,0,299634472.0,69,2,51,11,0.0,124.0,G,Major,81.0,68.0,63.0,17.0,0.0,10.0,22.0
699,Bam Bam (feat. Ed Sheeran),"Camila Cabello, Ed Sheeran",3/4/2022,6111,4,756907987.0,185,40,492,9,35.0,95.0,G#,Major,76.0,96.0,70.0,18.0,0.0,33.0,4.0
700,Una Noche en Medell�,Cris Mj,1/21/2022,5415,32,682475162.0,46,16,53,1,2.0,96.0,A#,Minor,87.0,82.0,53.0,10.0,0.0,5.0,8.0
701,Envolver,Anitta,11/11/2021,4673,2,546191065.0,123,113,180,1,4.0,92.0,E,Minor,81.0,40.0,73.0,15.0,0.0,9.0,8.0
702,Starlight,Dave,3/3/2022,1856,3,229473310.0,29,40,31,1,1.0,124.0,G,Major,95.0,36.0,37.0,35.0,0.0,10.0,28.0
703,Hati-Hati di Jalan,Tulus,3/3/2022,200,2,202677468.0,12,4,0,0,0.0,72.0,F#,Major,64.0,76.0,44.0,70.0,9.0,12.0,4.0
704,"I'm Tired - From ""Euphoria"" An Original HBO Series",Labrinth,2/4/2022,1888,0,121913181.0,26,1,58,0,0.0,71.0,,Minor,28.0,26.0,20.0,19.0,0.0,30.0,3.0
705,DAN��A,"Mc Pedrinho, Pedro Sampaio",2/1/2022,911,2,208166039.0,45,0,99,1,1.0,135.0,A,Minor,78.0,55.0,57.0,4.0,0.0,10.0,8.0
706,Yo Voy (feat. Daddy Yankee),Zion & Lennox,5/4/2004,2954,2,527033089.0,18,82,0,0,5.0,95.0,A#,Major,81.0,56.0,70.0,4.0,0.0,5.0,24.0
707,"Residente: Bzrp Music Sessions, Vol. 49","Residente, Bizarrap",3/3/2022,461,0,94616487.0,7,11,13,0,0.0,71.0,C#,Minor,59.0,70.0,74.0,56.0,0.0,11.0,40.0
708,Jordan,Ryan Castro,4/30/2021,2844,2,394030335.0,29,2,35,1,0.0,180.0,A#,Minor,80.0,71.0,68.0,6.0,0.0,10.0,37.0
709,Nail Tech,Jack Harlow,2/18/2022,2939,0,193443895.0,42,0,24,0,0.0,150.0,E,Minor,65.0,11.0,58.0,0.0,0.0,12.0,9.0
710,Chale,Eden Mu�,2/18/2022,695,11,299648208.0,16,41,13,1,1.0,189.0,G#,Major,55.0,86.0,44.0,40.0,0.0,7.0,4.0
711,DARARI,Treasure,2/15/2022,328,0,182978249.0,10,21,7,0,9.0,85.0,,Major,72.0,55.0,64.0,49.0,0.0,7.0,4.0
712,Ya No Somos Ni Seremos,Christian Nodal,2/18/2022,866,16,319757142.0,27,84,32,7,11.0,140.0,G,Major,59.0,73.0,45.0,44.0,0.0,34.0,3.0
713,Thinking with My Dick,"Kevin Gates, Juicy J",7/16/2013,1550,0,109091573.0,0,0,14,0,0.0,81.0,,Major,77.0,68.0,70.0,6.0,0.0,17.0,20.0
714,Freaky Deaky,"Tyga, Doja Cat",2/25/2022,1729,0,153240879.0,26,1,19,0,0.0,104.0,D,Minor,80.0,24.0,65.0,2.0,0.0,9.0,4.0
715,this is what falling in love feels like,JVKE,9/3/2021,2005,0,346127840.0,16,5,43,0,7.0,129.0,B,Major,42.0,33.0,44.0,62.0,0.0,8.0,6.0
716,La Zona,Bad Bunny,2/29/2020,1188,0,312622938.0,13,1,15,0,1.0,94.0,C#,Minor,76.0,81.0,80.0,20.0,0.0,25.0,4.0
717,Bohemian Rhapsody - Remastered 2011,Queen,10/31/1975,40112,3,2197010679.0,321,162,5691,8,17.0,71.0,,Minor,41.0,23.0,40.0,27.0,0.0,30.0,5.0
718,Hope,XXXTENTACION,3/16/2018,3659,0,1200808494.0,11,10,267,0,7.0,146.0,A,Minor,59.0,23.0,46.0,66.0,0.0,15.0,6.0
719,Levitating,Dua Lipa,3/27/2020,9833,0,797196073.0,233,82,531,1,1.0,103.0,F#,Minor,69.0,90.0,88.0,5.0,0.0,29.0,8.0
720,Wake Me Up - Radio Edit,Avicii,1/1/2013,50887,34,1970673297.0,315,160,6284,1,46.0,124.0,D,Major,53.0,66.0,78.0,0.0,0.0,16.0,5.0
721,"jealousy, jealousy",Olivia Rodrigo,5/21/2021,3257,0,665765558.0,10,0,70,0,0.0,164.0,A#,Minor,70.0,71.0,58.0,24.0,0.0,7.0,13.0
722,Mon��y so,YEAT,9/10/2021,1473,0,263779030.0,2,0,12,0,10.0,138.0,D,Major,69.0,35.0,57.0,12.0,0.0,10.0,9.0
723,Demasiadas Mujeres,C. Tangana,10/8/2020,2226,0,339473453.0,36,2,11,0,14.0,126.0,A,Minor,67.0,37.0,46.0,13.0,0.0,10.0,39.0
724,Something Just Like This,"The Chainsmokers, Coldplay",2/22/2017,23375,21,2204080728.0,336,188,2692,3,30.0,103.0,B,Minor,61.0,47.0,65.0,3.0,0.0,17.0,4.0
725,Closer,"The Chainsmokers, Halsey",5/31/2016,28032,0,2591224264.0,315,159,2179,0,44.0,95.0,G#,Major,75.0,64.0,52.0,41.0,0.0,11.0,3.0
726,O.O,NMIXX,2/22/2022,290,0,135444283.0,9,66,10,0,0.0,200.0,B,Minor,39.0,28.0,77.0,4.0,0.0,6.0,29.0
727,Somebody That I Used To Know,"Gotye, Kimbra",1/1/2011,42798,0,1457139296.0,217,136,6508,1,68.0,129.0,,Major,86.0,75.0,52.0,54.0,0.0,10.0,4.0
728,Tom's Diner,"AnnenMayKantereit, Giant Rooks",6/28/2019,2605,0,236872197.0,15,48,50,0,3.0,98.0,F#,Minor,68.0,33.0,43.0,38.0,0.0,36.0,14.0
729,First Class,Jack Harlow,4/8/2022,8737,0,694525298.0,163,32,137,15,12.0,107.0,G#,Major,91.0,32.0,56.0,3.0,0.0,11.0,10.0
730,Plan A,Paulo Londra,3/23/2022,1105,0,240661097.0,32,0,19,0,0.0,174.0,,Major,58.0,56.0,83.0,5.0,0.0,7.0,4.0
731,Fuera del mercado,Danny Ocean,2/17/2022,2499,21,421365166.0,68,24,43,1,0.0,92.0,G#,Major,45.0,27.0,67.0,32.0,0.0,13.0,14.0
732,X ��LTIMA,"Daddy Yankee, Bad Bunny",3/25/2022,2697,1,349746291.0,55,3,32,0,0.0,90.0,G,Major,81.0,59.0,83.0,9.0,0.0,11.0,5.0
733,When You're Gone,Shawn Mendes,3/31/2022,2092,0,255120451.0,75,11,44,0,14.0,147.0,F,Major,60.0,58.0,69.0,2.0,0.0,58.0,4.0
734,In My Head,Lil Tjay,4/1/2022,1185,0,190981339.0,21,0,31,0,0.0,143.0,C#,Major,68.0,41.0,55.0,16.0,0.0,10.0,12.0
735,Wait a Minute!,Willow,1/11/2015,11985,0,924193303.0,79,80,250,3,10.0,101.0,D#,Minor,76.0,63.0,71.0,3.0,0.0,10.0,3.0
736,LOVE DIVE,IVE,4/5/2022,753,8,305771063.0,28,124,13,0,1.0,118.0,C#,Minor,70.0,54.0,71.0,0.0,0.0,33.0,4.0
737,Pantysito,"Feid, Alejo, Robi",3/18/2022,2995,0,273005485.0,49,17,30,0,0.0,98.0,G,Minor,83.0,63.0,74.0,14.0,0.0,16.0,6.0
738,Chance,Paulo Londra,4/6/2022,225,0,89566512.0,11,0,7,0,0.0,138.0,C#,Minor,72.0,22.0,46.0,24.0,0.0,9.0,6.0
739,Cool for the Summer,Demi Lovato,1/1/2015,9243,0,677389855.0,155,5,577,0,6.0,114.0,F,Minor,59.0,30.0,62.0,1.0,0.0,8.0,4.0
740,psychofreak (feat. WILLOW),"Camila Cabello, Willow",4/7/2022,918,0,75476209.0,24,0,52,0,0.0,180.0,G,Minor,63.0,45.0,64.0,34.0,0.0,9.0,8.0
741,Angel Baby,Troye Sivan,9/9/2021,1959,9,408843328.0,52,25,32,0,10.0,145.0,B,Major,56.0,41.0,57.0,1.0,0.0,13.0,3.0
742,Vampiro,"Matu��, Wiu, ",1/30/2022,540,4,187772591.0,26,3,39,0,0.0,115.0,G#,Minor,78.0,63.0,64.0,1.0,0.0,7.0,4.0
743,Si Quieren Frontear,"De La Ghetto, Duki, Quevedo",3/31/2022,859,0,178512385.0,14,0,11,0,0.0,82.0,A#,Major,79.0,48.0,84.0,13.0,0.0,21.0,23.0
744,Right On,Lil Baby,4/8/2022,1116,0,101780047.0,31,9,15,0,1.0,166.0,D,Major,70.0,22.0,61.0,2.0,0.0,10.0,34.0
745,Me Arrepent,"Ak4:20, Cris Mj, Pailita",3/30/2022,273,2,118381354.0,12,2,4,0,0.0,92.0,,Major,86.0,91.0,79.0,29.0,0.0,60.0,16.0
746,That's Hilarious,Charlie Puth,4/8/2022,686,2,146363130.0,11,6,12,0,15.0,108.0,F#,Major,71.0,55.0,44.0,74.0,0.0,11.0,6.0
747,Soy El Unico,Yahritza Y Su Esencia,3/25/2022,226,0,126443991.0,5,0,4,0,1.0,84.0,E,Minor,71.0,63.0,45.0,45.0,0.0,11.0,3.0
748,RUMBAT�,Daddy Yankee,3/25/2022,1264,0,157990698.0,20,4,52,0,1.0,95.0,D#,Minor,69.0,90.0,91.0,6.0,0.0,35.0,4.0
749,sentaDONA (Remix) s2,"Lu��sa Sonza, MC Frog, Dj Gabriel do Borel, Davi K",3/17/2022,870,0,176290831.0,32,0,49,0,0.0,135.0,D#,Minor,93.0,77.0,45.0,25.0,0.0,13.0,27.0
750,Falling,Harry Styles,12/13/2019,7556,0,1023187129.0,124,24,254,0,8.0,110.0,E,Major,57.0,6.0,27.0,84.0,0.0,9.0,3.0
751,Sigue,"Ed Sheeran, J Balvin",11/24/1996,1370,0,106933107.0,46,8,60,0,0.0,88.0,G,Major,89.0,59.0,64.0,5.0,0.0,19.0,7.0
752,Fim de Semana no Rio,teto,3/30/2022,315,2,139193812.0,27,2,31,0,0.0,119.0,C#,Minor,87.0,28.0,50.0,12.0,0.0,10.0,10.0
753,MANIAC,Stray Kids,3/18/2022,651,0,212234990.0,6,188,20,0,0.0,120.0,C#,Major,58.0,71.0,80.0,15.0,0.0,7.0,41.0
754,There's Nothing Holdin' Me Back,Shawn Mendes,9/23/2016,12382,0,1714490998.0,229,57,1370,2,71.0,122.0,D,Major,86.0,97.0,80.0,36.0,0.0,9.0,6.0
755,IDGAF (with blackbear),"Blackbear, BoyWithUke",3/18/2022,625,0,197643795.0,10,2,13,0,1.0,98.0,F,Major,78.0,83.0,75.0,41.0,0.0,27.0,8.0
756,Golden,Harry Styles,12/13/2019,8429,1,807015863.0,85,24,200,0,2.0,140.0,E,Minor,45.0,25.0,84.0,21.0,0.0,13.0,6.0
